Cruise ,Year,Month,Day,Latitude,Longitude,Station,Bottle,Depth,Pres,Tinsitu,potential_temp,practical_salinity,oxygen,silicate,nitrate,Central,ENACW16,ENACW12,SPMW8,SPMW7,IrSPMW,LSW,MW,ISOW,NEADWL,DSOW,NEADWu,PIW,SAIW,SAIW6,SAIW4
GA307,2014,5,29,43.77989,-17.03146,17,22,100.3,101.5,12.237955,12.2245,35.6656,247.8,2.368536,8.058364,0.969899,0,0.969899,0.015398,0,0,0,0.014687,0,0,0,0,0,0,0,0
GA308,2014,5,30,44.37672,-17.81688,18,2,4711.3,4800.3,2.621971,2.1737,34.9111,240.7,43.82,22.196677,0,0,0,0,0,0,0.087941,0.0079,0.048245,0.85593,0,0,0,0,0,0
GA309,2014,5,30,44.37674,-17.81689,18,3,4419.9,4500.2,2.593568,2.1833,34.9109,240.4,43.802235,22.196451,0,0,0,0,0,0,0.094979,0.008482,0.041702,0.854849,0,0,0,0,0,0
GA310,2014,5,30,44.37674,-17.8169,18,4,3938.1,4005.5,2.572904,2.2219,34.9162,241.5,42.178358,21.987518,0,0,0,0,0,0,0.102051,0.009474,0.07901,0.809484,0,0,0,0,0,0
GA311,2014,5,30,44.37674,-17.8169,18,5,3449.5,3504.3,2.650925,2.3542,34.9282,246,34.75702,20.713355,0,0,0,0,0,0,0.128769,0.007619,0.274522,0.589099,0,0,0,0,0,0
GA312,2014,5,30,44.37674,-17.8169,18,6,3203.3,3251.6,2.762922,2.4908,34.939,250.1,32.287258,20.342511,0,0,0,0,0,0,0.203415,0.016173,0.242653,0.537785,0,0,0,0,0,0
GA313,2014,5,30,44.37674,-17.8169,18,7,2957.8,3001.2,2.884638,2.6362,34.9467,252.6,28.994449,19.86751,0,0,0,0,0,0,0.285477,0.022632,0.23941,0.452504,0,0,0,0,0,0
GA314,2014,5,30,44.37674,-17.8169,18,8,2468,2500.8,3.220582,3.0165,34.9472,263.8,18.638754,18.290991,0,0,0,0,0,0,0.603034,0.032469,0.170672,0.193832,0,0,0,0,0,0
GA315,2014,5,30,44.37673,-17.8169,18,9,2222.7,2251,3.49571,3.3115,34.9593,264.2,16.32426,18.175663,0,0,0,0.025319,0,0,0.709606,0.041433,0.08039,0.143257,0,0,0,0,0,0
GA316,2014,5,30,44.37674,-17.8169,18,10,1978,2002.3,3.884455,3.7184,34.9761,262.9,13.310035,17.92135,0,0,0,0.088188,0,0,0.759529,0.041718,0.039744,0.070826,0,0,0,0,0,0
GA317,2014,5,30,44.37674,-17.8169,18,11,1781.3,1801.6,4.192475,4.0415,34.9943,261.6,11.687378,17.778185,0,0,0,0.140872,0,0,0.76371,0.043169,0.018783,0.033472,0,0,0,0,0,0
GA318,2014,5,30,44.37674,-17.8169,18,12,1584.4,1601.8,4.968227,4.8268,35.0952,249.7,11.260816,17.842764,0,0,0,0.214719,0,0,0.659601,0.089401,0.013042,0.023241,0,0,0,0,0,0
GA319,2014,5,30,44.37673,-17.8169,18,13,1386.4,1401,6.741296,6.6007,35.3668,224.1,10.837469,17.841934,0,0,0,0.314452,0,0,0.425235,0.234418,0.009308,0.016588,0,0,0,0,0,0
GA320,2014,5,30,44.37674,-17.8169,18,14,1188.1,1199.8,8.536183,8.4014,35.5828,199.1,10.115947,17.88024,0,0,0,0.517176,0,0,0.152317,0.32293,0.002723,0.004852,0,0,0,0,0,0
GA321,2014,5,30,44.37674,-17.8169,18,15,990.6,1000.4,10.054007,9.9318,35.7379,184.5,9.138211,17.21082,0.144196,0,0.144196,0.504614,0,0,0,0.351185,0,0,0,0,0,0,0,0
GA322,2014,5,30,44.37674,-17.81691,18,16,792.9,800.3,10.678238,10.578,35.609,192.7,7.233295,15.914453,0.481794,0,0.481794,0.382978,0,0,0,0.135241,0,0,0,0,0,0,0,0
GA323,2014,5,30,44.37674,-17.8169,18,17,595.9,600.6,11.388256,11.3107,35.5914,226.8,3.98535,11.650532,0.74031,0,0.74031,0.225845,0,0,0,0.033853,0,0,0,0,0,0,0,0
GA324,2014,5,30,44.37674,-17.81692,18,18,495.9,500.4,11.640041,11.5748,35.6019,233.7,3.437571,11.067585,0.815153,0,0.815153,0.168515,0,0,0,0.016369,0,0,0,0,0,0,0,0
GA325,2014,5,30,44.37674,-17.8169,18,19,396.8,399.9,11.837188,11.7847,35.6201,247.5,2.877334,9.132178,0.867625,0,0.867625,0.119207,0,0,0,0.013176,0,0,0,0,0,0,0,0
GA326,2014,5,30,44.37672,-17.8169,18,20,298.7,300.6,12.044946,12.0052,35.6427,248.9,2.536651,8.37081,0.919543,0,0.919543,0.066803,0,0,0,0.013643,0,0,0,0,0,0,0,0
GA327,2014,5,30,44.37674,-17.8169,18,21,198.5,200.4,12.169271,12.1427,35.66,250.9,2.407609,8.026807,0.947739,0,0.947739,0.034594,0,0,0,0.017657,0,0,0,0,0,0,0,0
GA328,2014,5,30,44.37672,-17.81692,18,22,100.3,100.6,12.317792,12.3044,35.666,249.7,2.018307,7.676951,0.993215,0,0.993215,0,0,0,0,0.006887,0,0,0,0,0,0,0,0
GA329,2014,5,30,45.0505,-18.5053,19,1,4573,4657.7,2.608365,2.1783,34.9114,240.5,43.65267,21.977229,0,0,0,0,0,0,0.074762,0.007811,0.072492,0.84493,0,0,0,0,0,0
GA330,2014,5,30,45.0505,-18.50533,19,2,4420.5,4500.9,2.590157,2.1799,34.912,240.2,43.234834,21.931887,0,0,0,0,0,0,0.070126,0.007138,0.09279,0.82994,0,0,0,0,0,0
GA331,2014,5,30,45.0505,-18.50532,19,3,3932.9,4000.3,2.569302,2.219,34.916,241.2,42.111474,21.740254,0,0,0,0,0,0,0.081947,0.008865,0.109533,0.79965,0,0,0,0,0,0
GA332,2014,5,30,45.0505,-18.50532,19,4,3446.3,3500.6,2.636248,2.3403,34.9268,245.8,37.388392,21.032594,0,0,0,0,0,0,0.133179,0.011658,0.181647,0.673526,0,0,0,0,0,0
GA333,2014,5,30,45.0505,-18.50532,19,5,3200.1,3249.5,2.751422,2.4798,34.9373,250.3,32.427615,20.221053,0,0,0,0,0,0,0.194245,0.01521,0.251507,0.539052,0,0,0,0,0,0
GA334,2014,5,30,45.0505,-18.5053,19,6,2956.6,3000.2,2.884421,2.6361,34.9452,253.8,28.024045,19.57826,0,0,0,0,0,0,0.284028,0.020446,0.273165,0.422374,0,0,0,0,0,0
GA335,2014,5,30,45.0505,-18.5053,19,7,2466.8,2499.8,3.163683,2.9608,34.9326,268.9,16.298457,17.574886,0,0,0,0,0,0,0.615679,0.020992,0.236114,0.127207,0,0,0,0,0,0
GA336,2014,5,30,45.05048,-18.5053,19,8,2221.5,2249.8,3.322285,3.1412,34.9227,271.9,13.509761,17.385693,0,0,0,0,0,0,0.844219,0.028154,0.045873,0.081747,0,0,0,0,0,0
GA337,2014,5,30,45.05049,-18.5053,19,9,1975.8,2000.1,3.570818,3.4098,34.9216,271.6,11.903059,17.406672,0,0,0,0.066984,0,0,0.852102,0.014655,0.023816,0.042441,0,0,0,0,0,0
GA338,2014,5,30,45.05048,-18.50532,19,10,1780.1,1800.8,3.829471,3.6836,34.938,267.9,11.450005,17.516006,0,0,0,0.120932,0,0,0.817984,0.013381,0.017147,0.030556,0,0,0,0,0,0
GA339,2014,5,30,45.05049,-18.50531,19,11,1582.3,1599.7,4.228625,4.0965,34.9799,262.8,11.05563,17.55028,0,0,0,0.177593,0,0,0.760831,0.026976,0.012437,0.022164,0,0,0,0,0,0
GA340,2014,5,30,45.0505,-18.5053,19,12,1385.2,1399.8,4.812967,4.6931,35.0426,253.5,10.570539,17.652267,0,0,0,0.255375,0,0,0.680654,0.049033,0.005369,0.009567,0,0,0,0,0,0
GA341,2014,5,30,45.05051,-18.5053,19,13,1188.9,1201.2,7.204439,7.0813,35.4236,217.5,10.569806,17.814017,0,0,0,0.369198,0,0,0.354621,0.257499,0.006714,0.011965,0,0,0,0,0,0
GA342,2014,5,30,45.05056,-18.50532,19,14,990.5,1000.1,8.508039,8.3972,35.5193,197.3,10.056356,18.038172,0,0,0,0.624958,0,0,0.111519,0.260615,0.001041,0.001855,0,0,0,0,0,0
GA343,2014,5,30,45.05056,-18.50531,19,15,891.7,900.3,9.003049,8.9006,35.5278,189.7,9.848046,18.092544,0,0,0,0.762424,0,0,0,0.237617,0,0,0,0,0,0,0,0
GA344,2014,5,30,45.05056,-18.50531,19,16,792.8,800.3,9.692552,9.598,35.5314,184.9,9.104445,17.721249,0.235845,0,0.235845,0.606347,0,0,0,0.157791,0,0,0,0,0,0,0,0
GA345,2014,5,30,45.05056,-18.5053,19,17,594.9,600,10.687992,10.6136,35.4578,222.6,5.566833,13.498052,0.653412,0,0.653412,0.245932,0,0,0,0,0,0,0,0,0,0.100679,0.100679,0
GA346,2014,5,30,45.05055,-18.5053,19,18,495.9,500.4,11.389018,11.3247,35.5498,235,4.121199,11.41572,0.788068,0,0.788068,0.175087,0,0,0,0,0,0,0,0,0,0.03688,0.03688,0
GA347,2014,5,30,45.05054,-18.5053,19,19,396.8,400,11.731088,11.6789,35.5944,245.3,3.497486,10.042734,0.856647,0,0.856647,0.134535,0,0,0,0,0,0,0,0,0,0.008856,0.008856,0
GA348,2014,5,30,45.05054,-18.50531,19,20,297.7,300.4,11.961638,11.9221,35.6325,251,3.212201,9.344618,0.897558,0,0.897558,0.090347,0,0,0,0.012144,0,0,0,0,0,0,0,0
GA349,2014,5,30,45.05056,-18.50528,19,21,197.5,199.2,12.069667,12.0434,35.6468,250.7,3.115975,9.080336,0.92405,0,0.92405,0.061476,0,0,0,0.014517,0,0,0,0,0,0,0,0
GA350,2014,5,30,45.05056,-18.50532,19,22,99.3,99.6,12.465566,12.4522,35.6866,246.9,2.627014,8.072208,0.999951,0.042376,0.957575,0,0,0,0,0,0,0,0,0,0,0,0,0
GA351,2014,5,31,45.7939,-19.09144,20,1,4504.6,4588.5,2.587163,2.1663,34.9102,240.7,43.924421,21.975157,0,0,0,0,0,0,0.069954,0.007214,0.069982,0.852844,0,0,0,0,0,0
GA352,2014,5,31,45.7939,-19.09143,20,2,4420,4501.4,2.577214,2.1673,34.9109,240.3,43.924421,21.941422,0,0,0,0,0,0,0.062829,0.007339,0.079714,0.850106,0,0,0,0,0,0
GA353,2014,5,31,45.7939,-19.09142,20,3,4176.9,4250.7,2.567523,2.188,34.9128,240.9,42.99815,21.86695,0,0,0,0,0,0,0.073761,0.007572,0.093478,0.825184,0,0,0,0,0,0
GA354,2014,5,31,45.7939,-19.09142,20,4,3933.5,4000.7,2.561114,2.211,34.9149,241.3,42.049771,21.761999,0,0,0,0,0,0,0.082683,0.007922,0.111211,0.798183,0,0,0,0,0,0
GA355,2014,5,31,45.7939,-19.09144,20,5,3444.9,3500.5,2.631826,2.336,34.9264,245.8,36.798369,20.800833,0,0,0,0,0,0,0.117922,0.009925,0.22239,0.649758,0,0,0,0,0,0
GA356,2014,5,31,45.7939,-19.09142,20,6,3201.7,3250.9,2.710403,2.4396,34.934,249.8,33.228225,20.232424,0,0,0,0,0,0,0.170178,0.012914,0.259534,0.55738,0,0,0,0,0,0
GA357,2014,5,31,45.7939,-19.09142,20,7,2956.2,3000.4,2.84191,2.5945,34.9423,255.3,27.874253,19.309799,0,0,0,0,0,0,0.254065,0.01651,0.314582,0.414847,0,0,0,0,0,0
GA358,2014,5,31,45.7939,-19.09144,20,8,2466.5,2500.5,3.13425,2.9318,34.9414,265.5,24.913341,18.503234,0,0,0,0,0,0,0.545126,0.037611,0.035569,0.381661,0,0,0,0,0,0
GA359,2014,5,31,45.7939,-19.09144,20,9,2221.2,2249.9,3.348383,3.1668,34.9379,267.9,15.379603,17.696669,0,0,0,0.005005,0,0,0.766318,0.034207,0.069899,0.124562,0,0,0,0,0,0
GA360,2014,5,31,45.7939,-19.09144,20,10,1974.6,1999,3.615437,3.4538,34.9407,269,12.852997,17.525271,0,0,0,0.060392,0,0,0.811793,0.026667,0.036357,0.064789,0,0,0,0,0,0
GA361,2014,5,31,45.7939,-19.09142,20,11,1778.9,1800.1,3.922421,3.7753,34.9615,266.1,11.870256,17.494025,0,0,0,0.116059,0,0,0.7902,0.028321,0.023515,0.041904,0,0,0,0,0,0
GA362,2014,5,31,45.79394,-19.09142,20,12,1582,1599.9,4.223509,4.0914,34.9897,262,11.152734,17.541367,0,0,0,0.159584,0,0,0.766614,0.036966,0.01324,0.023594,0,0,0,0,0,0
GA363,2014,5,31,45.79394,-19.09142,20,13,1386,1400.6,4.661137,4.5428,35.0357,255.8,10.877167,17.555004,0,0,0,0.223366,0,0,0.696488,0.051435,0.010319,0.018389,0,0,0,0,0,0
GA364,2014,5,31,45.79394,-19.09142,20,14,1188.7,1200.8,5.803778,5.6935,35.1773,238.4,10.622966,17.811149,0,0,0,0.347314,0,0,0.522796,0.111232,0.006706,0.01195,0,0,0,0,0,0
GA365,2014,5,31,45.79394,-19.09142,20,15,990.3,1000.3,7.57739,7.4734,35.4345,211.6,10.57011,17.826467,0,0,0,0.479434,0,0,0.257393,0.239927,0.008353,0.014885,0,0,0,0,0,0
GA366,2014,5,31,45.79394,-19.09142,20,16,794.6,801.8,8.844152,8.7543,35.5329,192.8,9.949571,17.868857,0,0,0,0.718977,0,0,0.025373,0.24837,0.002609,0.004649,0,0,0,0,0,0
GA367,2014,5,31,45.79394,-19.09142,20,17,594.8,600.1,9.185228,9.1174,35.3407,188,9.478093,18.214283,0.264251,0,0.264251,0.731193,0,0,0,0,0,0,0,0,0,0.004525,0.004525,0
GA368,2014,5,31,45.79394,-19.09142,20,18,494.8,499.4,9.997719,9.9386,35.3938,196.7,7.69999,16.586683,0.493683,0,0.493683,0.415324,0,0,0,0,0,0,0,0,0,0.090996,0.090996,0
GA369,2014,5,31,45.79394,-19.09142,20,19,396.8,399.7,10.424927,10.3766,35.4147,217.7,6.243681,14.29035,0.625936,0,0.625936,0.214466,0,0,0,0,0,0,0,0,0,0.159618,0.159618,0
GA370,2014,5,31,45.79394,-19.09143,20,20,294.7,296.9,10.867893,10.8312,35.4736,232.6,4.682,12.775804,0.70921,0,0.70921,0.173786,0,0,0,0,0,0,0,0,0,0.117068,0.117068,0
GA371,2014,5,31,45.79394,-19.09142,20,21,198.5,199.8,11.158912,11.1339,35.5108,239.3,3.945,11.766199,0.769226,0,0.769226,0.135026,0,0,0,0,0,0,0,0,0,0.095818,0.095818,0
GA372,2014,5,31,45.79392,-19.09142,20,22,99.3,100.1,11.632425,11.6196,35.58,249.5,3.744054,9.966161,0.853657,0,0.853657,0.112309,0,0,0,0,0,0,0,0,0,0.034083,0.034083,0
GA373,2014,5,31,46.54414,-19.672,21,1,4523.8,4607.6,2.577605,2.1547,34.9091,240.1,44.514245,22.228894,0,0,0,0,0,0,0.076889,0.007284,0.042822,0.873012,0,0,0,0,0,0
GA374,2014,5,31,46.54414,-19.672,21,2,4419.9,4500.8,2.56909,2.1595,34.9105,240.8,42.624341,21.900551,0,0,0,0,0,0,0.063945,0.00414,0.119975,0.811944,0,0,0,0,0,0
GA375,2014,5,31,46.54413,-19.67199,21,3,3931.4,3999.3,2.574841,2.2245,34.9162,241.3,42.071315,21.796663,0,0,0,0,0,0,0.090421,0.009305,0.099376,0.800899,0,0,0,0,0,0
GA376,2014,5,31,46.54414,-19.67198,21,4,3444.8,3499.7,2.669283,2.3726,34.9295,246.6,36.124984,20.800277,0,0,0,0,0,0,0.142176,0.012234,0.208869,0.636728,0,0,0,0,0,0
GA377,2014,5,31,46.54412,-19.67198,21,5,2956.2,2999.7,2.921454,2.6724,34.9423,259.3,23.186241,18.501631,0,0,0,0,0,0,0.308338,0.01347,0.396467,0.281722,0,0,0,0,0,0
GA378,2014,5,31,46.54412,-19.67198,21,6,2466.5,2499.8,3.274918,3.07,34.9332,268.6,15.532254,17.690916,0,0,0,0,0,0,0.752342,0.029546,0.078407,0.139724,0,0,0,0,0,0
GA379,2014,5,31,46.54412,-19.67198,21,7,2270.2,2300.4,3.385162,3.1981,34.9206,271.6,13.014536,17.464985,0,0,0,0.013564,0,0,0.856701,0.024658,0.037768,0.067304,0,0,0,0,0,0
GA380,2014,5,31,46.54412,-19.67198,21,8,1975.6,2000.4,3.674406,3.5118,34.9285,269.1,11.878709,17.526659,0,0,0,0.086649,0,0,0.836625,0.014696,0.022296,0.039732,0,0,0,0,0,0
GA381,2014,5,31,46.54412,-19.67198,21,9,1729.7,1749.8,3.970558,3.8276,34.9469,266.4,11.16611,17.535422,0,0,0,0.148657,0,0,0.800845,0.013032,0.013467,0.023999,0,0,0,0,0,0
GA382,2014,5,31,46.54412,-19.67198,21,10,1483.6,1500.1,4.490915,4.3651,35.0001,261.8,10.662587,17.623011,0,0,0,0.226006,0,0,0.721664,0.028723,0.00849,0.015129,0,0,0,0,0,0
GA383,2014,5,31,46.54412,-19.67197,21,11,1238.1,1250.8,5.795598,5.6804,35.165,235.5,10.738755,17.968183,0,0,0,0.363455,0,0,0.520275,0.100423,0.005693,0.010146,0,0,0,0,0,0
GA384,2014,5,31,46.54412,-19.67195,21,12,991.3,1000.6,7.716,7.6111,35.3469,203.4,10.507215,18.356294,0,0,0,0.671443,0,0,0.176334,0.144867,0.002635,0.004695,0,0,0,0,0,0
GA385,2014,5,31,46.5441,-19.67196,21,13,792.7,800.2,8.971853,8.8817,35.3214,186.7,9.806739,18.599674,0.20485,0,0.20485,0.791917,0,0,0,0.003197,0,0,0,0,0,0,0,0
GA386,2014,5,31,46.5441,-19.67198,21,15,692.8,699.2,10.034484,9.9507,35.412,195,7.832526,16.620796,0.47303,0,0.47303,0.487153,0,0,0,0,0,0,0,0,0,0.039813,0.039813,0
GA387,2014,5,31,46.5441,-19.67197,21,16,594.8,600.5,10.733459,10.6588,35.4694,244.4,4.481805,11.607234,0.652534,0,0.652534,0.268716,0,0,0,0,0,0,0,0,0,0.078784,0.078784,0
GA388,2014,5,31,46.5441,-19.67197,21,17,495.8,500.2,11.06341,11.0003,35.5094,250.8,3.974158,10.856396,0.721596,0,0.721596,0.21841,0,0,0,0,0,0,0,0,0,0.060051,0.060051,0
GA389,2014,5,31,46.5441,-19.67198,21,18,394.8,398.4,11.411549,11.3605,35.5484,231.7,4.426052,11.802794,0.80278,0,0.80278,0.145635,0,0,0,0,0,0,0,0,0,0.051628,0.051628,0
GA390,2014,5,31,46.5441,-19.67198,21,19,297.6,300.3,11.896279,11.8569,35.6174,245.5,3.516072,9.708126,0.891927,0,0.891927,0.105704,0,0,0,0.002403,0,0,0,0,0,0,0,0
GA391,2014,5,31,46.5441,-19.67198,21,20,196.5,197.6,12.116419,12.0903,35.6459,247,3.307926,9.347211,0.940488,0,0.940488,0.051293,0,0,0,0.008261,0,0,0,0,0,0,0,0
GA392,2014,5,31,46.5441,-19.67198,21,21,148.9,149.9,12.324002,12.304,35.6732,246,3.144873,8.885831,0.985245,0,0.985245,0,0,0,0,0.014785,0,0,0,0,0,0,0,0
GA393,2014,5,31,46.5441,-19.67196,21,22,99.3,100.4,12.524417,12.5109,35.6994,245.5,2.818846,8.245255,0.999924,0.059572,0.940352,0,0,0,0,0,0,0,0,0,0,0,0,0
GA394,2014,6,2,47.2898,-20.26186,22,1,4501.1,4585.4,2.560745,2.1411,34.9078,240.2,44.048862,22.098432,0,0,0,0,0,0,0.065192,0.004975,0.074601,0.855233,0,0,0,0,0,0
GA395,2014,6,2,47.2898,-20.26189,22,2,3932,3999.7,2.531562,2.1824,34.9123,240.9,41.425447,21.649873,0,0,0,0,0,0,0.063207,0.00376,0.160665,0.77236,0,0,0,0,0,0
GA396,2014,6,2,47.28981,-20.26191,22,3,3445.5,3501.1,2.623991,2.3283,34.9253,244.5,37.832155,21.077842,0,0,0,0,0,0,0.12333,0.011038,0.184949,0.680683,0,0,0,0,0,0
GA397,2014,6,2,47.28982,-20.26188,22,4,3199.4,3249.3,2.716889,2.4461,34.9352,248.4,33.340797,20.322147,0,0,0,0,0,0,0.167392,0.013648,0.262171,0.556791,0,0,0,0,0,0
GA398,2014,6,2,47.28982,-20.2619,22,5,2954.9,2999.5,2.873004,2.625,34.9457,257,25.286956,18.822937,0,0,0,0,0,0,0.252302,0.014511,0.396782,0.336404,0,0,0,0,0,0
GA399,2014,6,2,47.28982,-20.2619,22,6,2712.2,2751.3,3.016819,2.7914,34.9453,261.3,21.462541,18.293478,0,0,0,0,0,0,0.398686,0.020056,0.335639,0.245614,0,0,0,0,0,0
GA400,2014,6,2,47.28982,-20.2619,22,7,2467.2,2500.9,3.184371,2.981,34.9326,269.4,15.285603,17.414696,0,0,0,0,0,0,0.629013,0.02052,0.253063,0.097392,0,0,0,0,0,0
GA401,2014,6,2,47.28982,-20.2619,22,8,2220.9,2250.3,3.337691,3.1563,34.9233,272,12.950327,17.270405,0,0,0,0,0,0,0.860542,0.02875,0.039792,0.070911,0,0,0,0,0,0
GA402,2014,6,2,47.28982,-20.26188,22,9,1976.4,2000.7,3.553523,3.3927,34.9232,270.5,12.633244,17.297042,0,0,0,0.069683,0,0,0.818526,0.014245,0.035059,0.062476,0,0,0,0,0,0
GA403,2014,6,2,47.28982,-20.26187,22,10,1777.7,1799.5,3.782796,3.6377,34.9292,268.9,11.161405,17.339519,0,0,0,0.118275,0,0,0.833402,0.009051,0.014114,0.025152,0,0,0,0,0,0
GA404,2014,6,2,47.28983,-20.26189,22,11,1582.9,1600.7,3.966855,3.8379,34.9317,268.7,10.364892,17.328524,0,0,0,0.169008,0,0,0.819116,0.000229,0.004187,0.007461,0,0,0,0,0,0
GA405,2014,6,2,47.28984,-20.2619,22,12,1383.9,1399.5,4.304615,4.1903,34.9606,264,10.065991,17.415401,0,0,0,0.229998,0,0,0.763939,0.004708,0.000487,0.000869,0,0,0,0,0,0
GA406,2014,6,2,47.28984,-20.26186,22,13,1187.6,1199.9,5.500269,5.3929,35.1199,240.6,10.433772,17.894641,0,0,0,0.344556,0,0,0.573583,0.077299,0.001637,0.002918,0,0,0,0,0,0
GA407,2014,6,2,47.28984,-20.26188,22,14,990.2,1000.3,6.848498,6.7501,35.2745,218,10.499651,18.192763,0,0,0,0.517082,0,0,0.342602,0.13425,0.002175,0.003875,0,0,0,0,0,0
GA408,2014,6,2,47.28984,-20.26192,22,15,892.4,901.1,7.583095,7.4901,35.3269,206.1,10.335878,18.409155,0,0,0,0.664409,0,0,0.201352,0.134219,0,0,0,0,0,0,0,0
GA409,2014,6,2,47.28986,-20.26188,22,16,793.6,800.9,8.220054,8.1342,35.3107,194.9,10.171556,18.605968,0,0,0,0.90241,0,0,0.025356,0.0722,0,0,0,0,0,0,0,0
GA410,2014,6,2,47.28986,-20.26192,22,17,594.8,600,9.736589,9.6664,35.32,213.2,7.214713,15.656002,0.495116,0,0.495116,0.273079,0,0,0,0,0,0,0,0,0,0.231816,0.231816,0
GA411,2014,6,2,47.28985,-20.2619,22,18,495.8,500.5,10.616505,10.555,35.4379,233.2,5.225763,12.998864,0.657439,0,0.657439,0.200411,0,0,0,0,0,0,0,0,0,0.142197,0.142197,0
GA412,2014,6,2,47.28986,-20.2619,22,19,396.7,400.3,11.196769,11.1461,35.5192,228.8,4.603459,12.223821,0.764879,0,0.764879,0.159569,0,0,0,0,0,0,0,0,0,0.075584,0.075584,0
GA413,2014,6,2,47.28986,-20.26189,22,20,297.6,300.5,11.64926,11.6104,35.5701,236,4.075427,11.116587,0.864971,0,0.864971,0.073681,0,0,0,0,0,0,0,0,0,0.061395,0.061395,0
GA414,2014,6,2,47.28986,-20.2619,22,21,199.5,200.7,12.074771,12.0483,35.6369,244.6,3.333231,9.572411,0.935781,0,0.935781,0.061417,0,0,0,0.002842,0,0,0,0,0,0,0,0
GA415,2014,6,2,47.28986,-20.26188,22,22,101.3,101.8,12.554929,12.5412,35.7068,247,2.822558,8.443948,0.999936,0.067335,0.932601,0,0,0,0,0,0,0,0,0,0,0,0,0
GA416,2014,6,2,48.03894,-20.84765,23,1,4446.5,4529.2,2.560572,2.1478,34.9083,240.3,43.960105,22.039819,0,0,0,0,0,0,0.065167,0.005403,0.077359,0.852068,0,0,0,0,0,0
GA417,2014,6,2,48.03894,-20.84768,23,2,3931.8,4000.4,2.557682,2.2077,34.9146,241.8,41.406268,20.543114,0,0,0,0,0,0,0.002364,0.005711,0.241318,0.750504,0,0,0,0,0,0
GA418,2014,6,2,48.03896,-20.84766,23,3,3444.3,3500.3,2.65704,2.3606,34.9286,246.1,36.298595,20.67153,0,0,0,0,0,0,0.12358,0.011282,0.229878,0.635249,0,0,0,0,0,0
GA419,2014,6,2,48.03894,-20.84766,23,4,3200.2,3250.4,2.771188,2.499,34.9396,252,30.102792,19.639395,0,0,0,0,0,0,0.180219,0.012573,0.342169,0.465037,0,0,0,0,0,0
GA420,2014,6,2,48.03894,-20.84764,23,5,2956.8,3000.6,2.907161,2.6583,34.9466,260.1,22.498165,18.201508,0,0,0,0,0,0,0.264146,0.011988,0.468107,0.255751,0,0,0,0,0,0
GA421,2014,6,2,48.03892,-20.84764,23,6,2712.1,2750.8,3.057667,2.8315,34.9416,265.2,18.700869,17.736453,0,0,0,0,0,0,0.445983,0.01728,0.364546,0.172182,0,0,0,0,0,0
GA422,2014,6,2,48.03894,-20.84761,23,7,2467.1,2500.6,3.20154,2.9979,34.929,270.4,14.853849,17.373509,0,0,0,0,0,0,0.664421,0.020327,0.225043,0.090197,0,0,0,0,0,0
GA423,2014,6,2,48.03894,-20.84762,23,8,2220.8,2250.3,3.372449,3.1905,34.9182,272.5,12.827005,17.244248,0,0,0,0.014429,0,0,0.859413,0.023268,0.036979,0.065898,0,0,0,0,0,0
GA424,2014,6,2,48.03892,-20.8476,23,9,1975.3,2000.2,3.598432,3.437,34.9199,270.6,11.535924,17.439449,0,0,0,0.072685,0,0,0.865181,0.012997,0.017661,0.031472,0,0,0,0,0,0
GA425,2014,6,2,48.03892,-20.84758,23,10,1778.7,1799.9,3.80117,3.6558,34.9256,269.2,10.837858,17.343473,0,0,0,0.125955,0,0,0.841903,0.005536,0.009562,0.017039,0,0,0,0,0,0
GA426,2014,6,2,48.03893,-20.84757,23,11,1581.8,1600,4.083532,3.9532,34.9477,265.7,10.449178,17.417102,0,0,0,0.179215,0,0,0.800598,0.007733,0.004476,0.007976,0,0,0,0,0,0
GA427,2014,6,2,48.03893,-20.84754,23,12,1384.8,1400.3,4.675002,4.5566,35.0127,255.4,10.293929,17.56846,0,0,0,0.259374,0,0,0.705764,0.030315,0.001632,0.002908,0,0,0,0,0,0
GA428,2014,6,2,48.03892,-20.84756,23,13,1187.6,1200.2,5.576347,5.4683,35.1034,238.6,10.214244,17.905398,0,0,0,0.396294,0,0,0.547568,0.056124,0,0,0,0,0,0,0,0
GA429,2014,6,2,48.03892,-20.84753,23,14,990.2,1000,6.652748,6.556,35.1633,216.5,10.552456,18.501584,0,0,0,0.645771,0,0,0.315906,0.038293,0,0,0,0,0,0,0,0
GA430,2014,6,2,48.03891,-20.84756,23,15,891.4,899.7,7.35929,7.2681,35.2,202.3,10.498069,18.803103,0,0,0,0.813585,0,0,0.16221,0.024163,0,0,0,0,0,0,0,0
GA431,2014,6,2,48.03892,-20.84756,23,16,793.6,800.6,8.455821,8.3687,35.2488,190.3,9.933999,18.858712,0.115789,0,0.115789,0.827191,0,0,0,0,0,0,0,0,0,0.056969,0.056969,0
GA432,2014,6,2,48.03892,-20.84757,23,17,595.7,600.7,10.835021,10.7599,35.4734,247.4,4.351567,11.13288,0.684884,0,0.684884,0.217632,0,0,0,0,0,0,0,0,0,0.097511,0.097511,0
GA433,2014,6,2,48.03892,-20.84756,23,18,496.7,500.6,11.131909,11.0685,35.515,249.5,3.91009,10.726152,0.739981,0,0.739981,0.195909,0,0,0,0,0,0,0,0,0,0.064156,0.064156,0
