Cruise ,Year,Month,Day,Latitude,Longitude,Station,Bottle,Depth,Pres,Tinsitu,potential_temp,practical_salinity,oxygen,silicate,nitrate,Central,ENACW16,ENACW12,SPMW8,SPMW7,IrSPMW,LSW,MW,ISOW,NEADWL,DSOW,NEADWu,PIW,SAIW,SAIW6,SAIW4
GA131,2014,5,22,40.3329,-10.5774,9,20,295.9,298.5,12.213129,12.1733,35.6688,236.2,2.721729,9.015411,0.951035,0,0.951035,0.025144,0,0,0,0.023797,0,0,0,0,0,0,0,0
GA132,2014,5,22,40.33292,-10.57738,9,21,198.6,199.8,12.931989,12.9044,35.7522,239.8,1.961982,6.806578,0.999884,0.168946,0.830938,0,0,0,0,0,0,0,0,0,0,0,0,0
GA133,2014,5,22,40.3329,-10.57736,9,22,99.4,100.5,13.475721,13.4615,35.8367,242.5,1.534969,5.505081,0.999878,0.320339,0.679539,0,0,0,0,0,0,0,0,0,0,0,0,0
GA134,2014,5,22,40.33302,-11.34015,10,1,5086.5,5185.4,2.535315,2.0409,34.8976,243.7,45.274172,22.000038,0,0,0,0,0,0,0.03942,0,0.054252,0.90641,0,0,0,0,0,0
GA135,2014,5,22,40.33302,-11.34014,10,2,4422.3,4500.9,2.470411,2.0639,34.9005,243.6,44.513524,21.863141,0,0,0,0,0,0,0.037725,0,0.084456,0.877864,0,0,0,0,0,0
GA136,2014,5,22,40.33302,-11.34012,10,3,3934.6,3999.7,2.498935,2.1507,34.909,243.2,42.939065,21.734131,0,0,0,0,0,0,0.065648,0.004202,0.10192,0.828233,0,0,0,0,0,0
GA137,2014,5,22,40.33302,-11.3401,10,4,3446.7,3499.7,2.600652,2.3057,34.9239,244.8,39.485592,21.271635,0,0,0,0,0,0,0.118571,0.012488,0.134834,0.734111,0,0,0,0,0,0
GA138,2014,5,22,40.33304,-11.34008,10,5,3203.4,3250.8,2.684593,2.4144,34.934,245.5,36.310455,20.84765,0,0,0,0,0,0,0.151573,0.016569,0.19048,0.641378,0,0,0,0,0,0
GA139,2014,5,22,40.33302,-11.34008,10,6,2956.9,2999.4,2.810028,2.5634,34.9445,246.8,33.601596,20.487878,0,0,0,0,0,0,0.221991,0.024901,0.182423,0.570681,0,0,0,0,0,0
GA140,2014,5,22,40.33302,-11.34008,10,7,2465.9,2498.4,3.228354,3.0242,34.9892,247.3,27.942316,19.865875,0,0,0,0,0,0,0.384628,0.05836,0.129862,0.42714,0,0,0,0,0,0
GA141,2014,5,22,40.33302,-11.34008,10,8,2220.4,2248.5,3.548333,3.3633,35.014,250.6,22.526084,19.034257,0,0,0,0,0,0,0.538914,0.079094,0.092061,0.289906,0,0,0,0,0,0
GA142,2014,5,22,40.33304,-11.34008,10,9,1976.7,2000,4.051381,3.8828,35.0647,250.7,17.869023,18.355234,0,0,0,0.047164,0,0,0.573534,0.0997,0.100501,0.179095,0,0,0,0,0,0
GA143,2014,5,22,40.33304,-11.34008,10,10,1779.9,1800.2,4.75499,4.5962,35.1576,244.8,14.736169,17.852516,0,0,0,0.076513,0,0,0.60364,0.154332,0.05949,0.106012,0,0,0,0,0,0
GA144,2014,5,22,40.33304,-11.34008,10,11,1580,1596.9,6.064456,5.91,35.3653,230.2,13.054108,17.552378,0,0,0,0.122421,0,0,0.492897,0.273345,0.040017,0.071311,0,0,0,0,0,0
GA145,2014,5,22,40.33304,-11.34008,10,12,1385.8,1399.9,8.371494,8.2138,35.7666,205.5,11.208305,16.809789,0,0,0,0.15643,0,0,0.262652,0.513305,0.024302,0.043307,0,0,0,0,0,0
GA146,2014,5,22,40.33304,-11.34009,10,13,1188.5,1199.8,10.357807,10.2067,36.1211,186.3,9.612989,15.859448,0,0,0,0.176336,0,0,0.057168,0.727266,0.014101,0.025128,0,0,0,0,0,0
GA147,2014,5,22,40.33302,-11.34007,10,14,989.9,998.6,10.90124,10.7728,36.1219,180.3,9.001868,15.907749,0.047996,0,0.047996,0.265987,0,0,0,0.686012,0,0,0,0,0,0,0,0
GA148,2014,5,22,40.33302,-11.34009,10,15,893,900.8,11.089803,10.9733,36.072,179.1,8.559415,15.897935,0.162332,0,0.162332,0.229723,0,0,0,0.60795,0,0,0,0,0,0,0,0
GA149,2014,5,22,40.33296,-11.34008,10,16,792.2,799.3,11.296446,11.1924,36.0329,179,8.079965,15.688803,0.272492,0,0.272492,0.187671,0,0,0,0.539846,0,0,0,0,0,0,0,0
GA150,2014,5,22,40.33299,-11.34012,10,17,595.2,599.7,11.374971,11.2974,35.8202,183.2,7.050188,15.435017,0.514026,0,0.514026,0.19534,0,0,0,0.290647,0,0,0,0,0,0,0,0
GA151,2014,5,22,40.33297,-11.34008,10,18,496.1,500,11.32734,11.2632,35.6829,194,5.990911,14.68809,0.636081,0,0.636081,0.222729,0,0,0,0.141207,0,0,0,0,0,0,0,0
GA152,2014,5,22,40.33296,-11.3401,10,19,396,398.9,11.649544,11.5977,35.6524,209.1,4.388904,12.727554,0.776341,0,0.776341,0.153886,0,0,0,0.069783,0,0,0,0,0,0,0,0
GA153,2014,5,22,40.33298,-11.34011,10,20,297.8,300,12.154416,12.1145,35.69,216.7,3.437211,11.009976,0.910985,0,0.910985,0.035025,0,0,0,0.053982,0,0,0,0,0,0,0,0
GA154,2014,5,22,40.33297,-11.34012,10,21,199.6,200.8,12.7704,12.7429,35.7495,227.3,2.482071,8.523086,0.999706,0.134881,0.864825,0,0,0,0,0,0,0,0,0,0,0,0,0
GA155,2014,5,22,40.33296,-11.34011,10,22,100.3,100.6,13.448411,13.4342,35.8021,241,1.360944,5.226141,1.000143,0.299823,0.70032,0,0,0,0,0,0,0,0,0,0,0,0,0
GA156,2014,5,23,40.33256,-12.21898,11,1,5245.6,5349.1,2.556946,2.0404,34.8977,245.8,45.569067,22.014879,0,0,0,0,0,0,0.05023,0,0.029291,0.920532,0,0,0,0,0,0
GA157,2014,5,23,40.33262,-12.219,11,2,4907.1,4999.9,2.515524,2.0456,34.8987,244.4,44.976631,21.925505,0,0,0,0,0,0,0.038306,0,0.063116,0.898659,0,0,0,0,0,0
GA158,2014,5,23,40.33256,-12.21896,11,3,4422.4,4501.4,2.486991,2.0799,34.9022,244.4,45.021375,21.900313,0,0,0,0,0,0,0.047708,0.001825,0.056128,0.894346,0,0,0,0,0,0
GA159,2014,5,23,40.33257,-12.21898,11,4,3933.7,3999.4,2.518248,2.1695,34.9107,244.2,43.034547,21.697961,0,0,0,0,0,0,0.076349,0.006398,0.080836,0.836422,0,0,0,0,0,0
GA160,2014,5,23,40.33258,-12.21898,11,5,3446.8,3500.2,2.619694,2.3242,34.9266,244.8,38.209798,21.066795,0,0,0,0,0,0,0.112857,0.011825,0.182991,0.692326,0,0,0,0,0,0
GA161,2014,5,23,40.33259,-12.21897,11,6,2956.9,2999.2,2.856243,2.6086,34.9522,246.1,34.314323,20.553005,0,0,0,0,0,0,0.221177,0.031368,0.15396,0.593488,0,0,0,0,0,0
GA162,2014,5,23,40.33258,-12.21896,11,7,2466.9,2499.5,3.398935,3.1915,35.0041,249.5,25.534629,19.452994,0,0,0,0,0,0,0.450437,0.069836,0.110145,0.369571,0,0,0,0,0,0
GA163,2014,5,23,40.33257,-12.21898,11,8,2222.4,2250.4,3.736618,3.5482,35.0383,250.3,21.794757,18.918423,0,0,0,0,0,0,0.573974,0.096986,0.050845,0.278172,0,0,0,0,0,0
GA164,2014,5,23,40.3326,-12.21898,11,9,1975.7,1999.1,4.177283,4.0069,35.0762,252.1,16.880728,18.19141,0,0,0,0.055744,0,0,0.591884,0.105863,0.088607,0.1579,0,0,0,0,0,0
GA165,2014,5,23,40.3326,-12.21899,11,10,1780,1800.3,4.880406,4.7199,35.1739,245.2,14.57478,17.792934,0,0,0,0.087923,0,0,0.586201,0.161692,0.059013,0.105163,0,0,0,0,0,0
GA166,2014,5,23,40.33257,-12.21899,11,11,1584,1600.7,6.188724,6.0324,35.3709,231.3,12.424645,17.836694,0,0,0,0.143178,0,0,0.499804,0.27248,0.030391,0.054157,0,0,0,0,0,0
GA167,2014,5,23,40.33259,-12.219,11,12,1385.8,1400.4,7.841716,7.6895,35.6428,212.8,11.116119,17.342436,0,0,0,0.196754,0,0,0.322026,0.428462,0.018968,0.033802,0,0,0,0,0,0
GA168,2014,5,23,40.33256,-12.21897,11,13,1187.5,1198.9,10.075583,9.9271,36.0336,188.4,9.698067,16.536012,0,0,0,0.234118,0,0,0.077466,0.660772,0.009941,0.017716,0,0,0,0,0,0
GA169,2014,5,23,40.3326,-12.219,11,14,990.9,999.7,10.398158,10.2733,35.9659,185.9,9.24455,16.556688,0.033908,0,0.033908,0.398331,0,0,0,0.56777,0,0,0,0,0,0,0,0
GA170,2014,5,23,40.33257,-12.21896,11,15,793.2,799.8,10.485887,10.3866,35.7862,184.9,8.679065,16.820829,0.245779,0,0.245779,0.399714,0,0,0,0.354524,0,0,0,0,0,0,0,0
GA171,2014,5,23,40.33258,-12.21896,11,16,693.2,699.5,10.449417,10.3633,35.641,183.5,8.255779,17.022003,0.380031,0,0.380031,0.425069,0,0,0,0.194911,0,0,0,0,0,0,0,0
GA172,2014,5,23,40.33258,-12.219,11,17,595.2,600.4,11.133697,11.0572,35.6457,194.6,6.353069,15.227784,0.603299,0,0.603299,0.273914,0,0,0,0.122817,0,0,0,0,0,0,0,0
GA173,2014,5,23,40.33258,-12.21897,11,18,496.1,500.4,11.324419,11.2603,35.5913,208.9,5.02082,13.555507,0.723431,0,0.723431,0.237205,0,0,0,0.039387,0,0,0,0,0,0,0,0
GA174,2014,5,23,40.33256,-12.21898,11,19,398,400.8,11.816862,11.7643,35.6408,215.7,3.854879,12.041353,0.841842,0,0.841842,0.119836,0,0,0,0.038339,0,0,0,0,0,0,0,0
GA175,2014,5,23,40.33258,-12.21898,11,20,297.8,299.9,12.229155,12.1891,35.675,224,3.146609,10.366291,0.949508,0,0.949508,0.021472,0,0,0,0.029016,0,0,0,0,0,0,0,0
GA176,2014,5,23,40.33257,-12.219,11,21,198.6,200.1,12.700498,12.6732,35.723,243.9,2.018748,7.236487,0.999861,0.107258,0.892603,0,0,0,0,0,0,0,0,0,0,0,0,0
GA177,2014,5,23,40.33256,-12.21898,11,22,99.3,100.3,13.085109,13.0712,35.771,244.9,1.75313,6.270711,0.999969,0.209799,0.79017,0,0,0,0,0,0,0,0,0,0,0,0,0
GA178,2014,5,23,40.78699,-13.10002,12,1,5324.8,5431.4,2.561158,2.0336,34.8968,244.4,45.456368,22.45376,0,0,0,0,0,0,0.072078,0,0.002272,0.925776,0,0,0,0,0,0
GA179,2014,5,23,40.78704,-13.10004,12,2,4907.9,5000.7,2.513038,2.0431,34.898,243.5,45.471282,22.480582,0,0,0,0,0,0,0.070037,0,0.010803,0.919246,0,0,0,0,0,0
GA180,2014,5,23,40.78703,-13.10002,12,3,4420.3,4499.3,2.482391,2.0757,34.9015,243.5,44.649854,22.436361,0,0,0,0,0,0,0.080945,0.000723,0.026262,0.892123,0,0,0,0,0,0
GA181,2014,5,23,40.78702,-13.10002,12,4,3935.5,4000.9,2.537777,2.1883,34.913,243.9,42.009571,22.028752,0,0,0,0,0,0,0.107189,0.00642,0.072171,0.814264,0,0,0,0,0,0
GA182,2014,5,23,40.78702,-13.1,12,5,3446.7,3500.3,2.65827,2.3618,34.9285,246.2,37.569043,21.407808,0,0,0,0,0,0,0.170405,0.014334,0.12349,0.691815,0,0,0,0,0,0
GA183,2014,5,23,40.78706,-13.1,12,6,2956.8,2999.1,2.854072,2.6065,34.9495,248.2,32.52345,20.722365,0,0,0,0,0,0,0.264389,0.027584,0.153472,0.554594,0,0,0,0,0,0
GA184,2014,5,23,40.78703,-13.10004,12,7,2468.8,2500.6,3.338488,3.1321,34.9902,252,24.171886,19.726301,0,0,0,0,0,0,0.505006,0.060192,0.091043,0.343795,0,0,0,0,0,0
GA185,2014,5,23,40.78705,-13.10004,12,8,2223.4,2251.2,3.554831,3.3695,34.9931,257.2,18.984365,18.816718,0,0,0,0,0,0,0.6799,0.069114,0.037691,0.213305,0,0,0,0,0,0
GA186,2014,5,23,40.78703,-13.10006,12,9,1975.7,1999.1,3.974952,3.8077,35.0295,257.1,15.185944,18.326613,0,0,0,0.046628,0,0,0.698192,0.081345,0.062489,0.111356,0,0,0,0,0,0
GA187,2014,5,23,40.78702,-13.10006,12,10,1779.9,1799.9,4.897765,4.7371,35.1637,245.7,13.853797,18.162557,0,0,0,0.098419,0,0,0.620269,0.153863,0.045815,0.081643,0,0,0,0,0,0
GA188,2014,5,23,40.78704,-13.10004,12,11,1583.9,1601.1,5.964218,5.8106,35.3164,233.3,11.944475,17.941856,0,0,0,0.157277,0,0,0.546031,0.236857,0.02151,0.038331,0,0,0,0,0,0
GA189,2014,5,23,40.78703,-13.10004,12,12,1385.8,1399.6,8.164926,8.0095,35.6806,208.1,10.805407,17.381868,0,0,0,0.230626,0,0,0.284153,0.444616,0.014599,0.026016,0,0,0,0,0,0
GA190,2014,5,23,40.78705,-13.10004,12,13,1188.5,1199.8,10.324603,10.1739,36.0451,186,9.425597,16.574901,0,0,0,0.291673,0,0,0.033173,0.65531,0.007139,0.012721,0,0,0,0,0,0
GA191,2014,5,23,40.78703,-13.10004,12,14,990.9,999.6,10.991396,10.8623,36.0464,179.8,8.713013,16.352229,0.149241,0,0.149241,0.258842,0,0,0,0.591942,0,0,0,0,0,0,0,0
GA192,2014,5,23,40.78706,-13.10004,12,15,794.1,800.9,11.004208,10.9018,35.8385,182.8,7.830403,16.359661,0.364283,0,0.364283,0.28031,0,0,0,0.35544,0,0,0,0,0,0,0,0
GA193,2014,5,23,40.78702,-13.10002,12,16,693.2,698.7,10.705762,10.6185,35.6184,185.5,7.693724,16.775315,0.485035,0,0.485035,0.373663,0,0,0,0.141333,0,0,0,0,0,0,0,0
GA194,2014,5,23,40.78704,-13.10002,12,18,497.1,500.9,11.483856,11.4191,35.603,222.5,3.934317,12.023225,0.764313,0,0.764313,0.200962,0,0,0,0.034746,0,0,0,0,0,0,0,0
GA195,2014,5,23,40.78703,-13.10004,12,19,397,400,11.819355,11.7669,35.6269,231.7,3.170864,10.459407,0.856226,0,0.856226,0.121219,0,0,0,0.022561,0,0,0,0,0,0,0,0
GA196,2014,5,23,40.78702,-13.10004,12,20,298.8,300.7,12.178149,12.1381,35.66,245.1,2.407423,8.462591,0.946921,0,0.946921,0.035007,0,0,0,0.018059,0,0,0,0,0,0,0,0
GA197,2014,5,23,40.78702,-13.10006,12,21,198.6,200.5,12.541122,12.514,35.7004,248.2,2.078562,7.451802,0.999873,0.063227,0.936646,0,0,0,0,0,0,0,0,0,0,0,0,0
GA198,2014,5,23,40.78704,-13.10005,12,22,100.3,101.1,13.257646,13.2435,35.7982,240,1.78758,6.401727,0.999964,0.257127,0.742837,0,0,0,0,0,0,0,0,0,0,0,0,0
GA199,2014,5,24,41.38292,-13.88766,13,1,5333.2,5439.8,2.571654,2.0426,34.8978,243.3,45.870391,22.292265,0,0,0,0,0,0,0.054479,0,0.022654,0.922906,0,0,0,0,0,0
GA200,2014,5,24,41.3829,-13.88766,13,2,4905.7,4999.3,2.521449,2.0514,34.8992,243.5,45.390064,22.30828,0,0,0,0,0,0,0.059417,0,0.030513,0.910115,0,0,0,0,0,0
GA201,2014,5,24,41.38292,-13.88766,13,3,4420,4499.5,2.493258,2.0862,34.9029,243,44.707499,22.205908,0,0,0,0,0,0,0.063841,0.001704,0.048031,0.886452,0,0,0,0,0,0
GA202,2014,5,24,41.38292,-13.88764,13,4,3935.2,4001.2,2.529683,2.1804,34.9123,244,42.386907,21.96824,0,0,0,0,0,0,0.098481,0.006403,0.071384,0.823767,0,0,0,0,0,0
GA203,2014,5,24,41.38292,-13.88768,13,5,3445.5,3498.7,2.628967,2.3334,34.9281,245.3,38.164498,21.299899,0,0,0,0,0,0,0.133202,0.013018,0.153832,0.699973,0,0,0,0,0,0
GA204,2014,5,24,41.3829,-13.88766,13,6,2957.6,3000.5,2.849006,2.6014,34.949,249,32.504701,20.497839,0,0,0,0,0,0,0.251738,0.02709,0.169404,0.551793,0,0,0,0,0,0
GA205,2014,5,24,41.3829,-13.88766,13,7,2467.7,2499.6,3.346206,3.1398,34.9847,254.1,23.259196,19.261784,0,0,0,0,0,0,0.521099,0.057909,0.104619,0.316382,0,0,0,0,0,0
GA206,2014,5,24,41.38291,-13.88766,13,8,2222.2,2250.3,3.620752,3.4344,34.9987,256.3,19.697385,18.83177,0,0,0,0,0,0,0.69158,0.076265,0,0.232143,0,0,0,0,0,0
GA207,2014,5,24,41.38292,-13.88765,13,9,1976.6,2000.1,4.008342,3.8405,35.0293,256.8,15.931594,18.267158,0,0,0,0.06992,0,0,0.64683,0.074978,0.074866,0.133413,0,0,0,0,0,0
GA208,2014,5,24,41.3829,-13.88765,13,10,1730.6,1749.9,4.585141,4.4338,35.085,254.6,12.765869,17.990085,0,0,0,0.124596,0,0,0.68232,0.10082,0.033169,0.059108,0,0,0,0,0,0
GA209,2014,5,24,41.3829,-13.88765,13,11,1484.3,1500,6.583784,6.4339,35.4096,226.9,11.591943,17.753366,0,0,0,0.196063,0,0,0.462691,0.285568,0.020017,0.03567,0,0,0,0,0,0
GA210,2014,5,24,41.3829,-13.88766,13,12,1238.7,1250.7,8.927757,8.783,35.7978,199.6,10.382136,17.195738,0,0,0,0.275576,0,0,0.183587,0.506764,0.012252,0.021834,0,0,0,0,0,0
GA211,2014,5,24,41.38291,-13.88764,13,13,990.9,1000.2,9.135001,9.0195,35.6258,191.2,10.06897,18.038739,0,0,0,0.64443,0,0,0.024228,0.321024,0.003708,0.006608,0,0,0,0,0,0
GA212,2014,5,24,41.38292,-13.88766,13,14,792.1,798.8,10.269201,10.1715,35.5801,183.8,8.47452,17.544545,0.375185,0,0.375185,0.476395,0,0,0,0.148443,0,0,0,0,0,0,0,0
GA213,2014,5,24,41.38291,-13.88764,13,15,694.1,700.4,10.681196,10.5939,35.5545,191.3,7.337643,16.530575,0.538287,0,0.538287,0.388903,0,0,0,0.072851,0,0,0,0,0,0,0,0
GA214,2014,5,24,41.3829,-13.88764,13,16,595.1,600,11.225875,11.1491,35.5736,216,4.912234,13.280605,0.703006,0,0.703006,0.264843,0,0,0,0.032184,0,0,0,0,0,0,0,0
GA215,2014,5,24,41.3829,-13.88766,13,17,495.1,498.9,11.663528,11.5984,35.6075,230.5,3.613585,11.104167,0.818532,0,0.818532,0.161636,0,0,0,0.019853,0,0,0,0,0,0,0,0
GA216,2014,5,24,41.38292,-13.88766,13,18,397,399.9,11.917418,11.8647,35.6264,246.1,2.886942,9.265785,0.887443,0,0.887443,0.101237,0,0,0,0.011335,0,0,0,0,0,0,0,0
GA217,2014,5,24,41.38289,-13.88764,13,19,297.8,300.1,12.295022,12.2548,35.6773,229.9,3.023812,9.835225,0.968259,0,0.968259,0.007383,0,0,0,0.024358,0,0,0,0,0,0,0,0
GA218,2014,5,24,41.38289,-13.88764,13,20,199.6,200.8,12.648818,12.6215,35.713,244.4,2.206439,7.51105,0.999902,0.091099,0.908803,0,0,0,0,0,0,0,0,0,0,0,0,0
GA219,2014,5,24,41.3829,-13.88765,13,21,99.3,100.1,13.003321,12.9895,35.7474,246.4,1.78462,6.505984,1.000106,0.18085,0.819256,0,0,0,0,0,0,0,0,0,0,0,0,0
GA220,2014,5,28,41.98262,-14.67248,14,1,5318.4,5425,2.574082,2.0469,34.8984,244,45.397974,22.538516,0,0,0,0,0,0,0.078568,0,0.00206,0.919451,0,0,0,0,0,0
GA221,2014,5,28,41.98264,-14.67248,14,2,4906.4,4999.7,2.523884,2.0537,34.8995,242.7,43.843284,22.199832,0,0,0,0,0,0,0.055985,0,0.071945,0.872245,0,0,0,0,0,0
GA222,2014,5,28,41.98266,-14.67248,14,3,4417.8,4497.4,2.498882,2.0919,34.9038,243.5,44.311916,22.444402,0,0,0,0,0,0,0.085731,0.001796,0.029101,0.883429,0,0,0,0,0,0
GA223,2014,5,28,41.98265,-14.67249,14,4,3934,4000.5,2.537523,2.1881,34.9129,243.1,42.059486,22.164911,0,0,0,0,0,0,0.11175,0.006384,0.066641,0.815273,0,0,0,0,0,0
GA224,2014,5,28,41.98266,-14.6725,14,5,3446.3,3500.3,2.631706,2.3359,34.9274,243.8,36.696552,21.3041,0,0,0,0,0,0,0.135971,0.009785,0.204904,0.649368,0,0,0,0,0,0
GA225,2014,5,28,41.98264,-14.67249,14,6,2958.4,3000.9,2.858038,2.6102,34.948,249.4,31.204513,20.507451,0,0,0,0,0,0,0.272578,0.02503,0.186238,0.516193,0,0,0,0,0,0
GA226,2014,5,28,41.98264,-14.6725,14,7,2465.5,2497.8,3.321732,3.116,34.9729,256.9,21.433818,19.119537,0,0,0,0,0,0,0.570664,0.050339,0.108026,0.270993,0,0,0,0,0,0
GA227,2014,5,28,41.98264,-14.67248,14,8,2174.9,2202.5,3.735519,3.552,35.006,257.9,17.246362,18.661634,0,0,0,0.031395,0,0,0.651659,0.067544,0.089652,0.159763,0,0,0,0,0,0
GA228,2014,5,28,41.98266,-14.67248,14,9,1977.4,2000.6,4.152282,3.9822,35.0506,255.6,14.828592,18.378072,0,0,0,0.061796,0,0,0.686782,0.091253,0.057578,0.102605,0,0,0,0,0,0
GA229,2014,5,28,41.98266,-14.6725,14,10,1779.7,1800.3,4.657868,4.5005,35.1069,250.4,12.991658,18.119225,0,0,0,0.108428,0,0,0.680176,0.117958,0.033589,0.059857,0,0,0,0,0,0
GA230,2014,5,28,41.98264,-14.67248,14,11,1583.7,1600.9,5.755967,5.6049,35.2773,236.5,12.146681,18.020332,0,0,0,0.161156,0,0,0.560188,0.211664,0.024084,0.042918,0,0,0,0,0,0
GA231,2014,5,28,41.98264,-14.67248,14,12,1386.6,1401.3,7.478006,7.3295,35.5642,215.6,12.095422,17.687957,0,0,0,0.228049,0,0,0.315447,0.372196,0.03031,0.054013,0,0,0,0,0,0
GA232,2014,5,28,41.98264,-14.67248,14,13,1188.3,1200.5,9.473976,9.3306,35.8855,193.8,10.07285,17.099603,0,0,0,0.29874,0,0,0.117519,0.555511,0.010153,0.018093,0,0,0,0,0,0
GA233,2014,5,28,41.98266,-14.67248,14,14,990.8,999.7,10.488862,10.3634,35.9444,182.2,9.047339,16.944343,0.084024,0,0.084024,0.382246,0,0,0,0.533753,0,0,0,0,0,0,0,0
GA234,2014,5,28,41.98264,-14.67248,14,15,792,799.3,10.208291,10.1108,35.643,183.2,8.700812,17.604359,0.29397,0,0.29397,0.48061,0,0,0,0.225444,0,0,0,0,0,0,0,0
GA235,2014,5,28,41.98264,-14.67248,14,16,694.1,700.2,10.525715,10.4392,35.5713,190.9,7.505029,16.540527,0.471846,0,0.471846,0.419427,0,0,0,0.108755,0,0,0,0,0,0,0,0
GA236,2014,5,28,41.98264,-14.67246,14,17,595.1,600,11.073235,10.9971,35.5813,208.9,5.423723,14.066035,0.645849,0,0.645849,0.296506,0,0,0,0.057675,0,0,0,0,0,0,0,0
GA237,2014,5,28,41.98266,-14.67248,14,18,496,500.5,11.361757,11.2975,35.5811,229,3.934368,11.735432,0.744813,0,0.744813,0.231232,0,0,0,0.02398,0,0,0,0,0,0,0,0
GA238,2014,5,28,41.98265,-14.67248,14,19,396.9,400.4,11.681711,11.6296,35.6124,234.9,3.314103,10.427708,0.824791,0,0.824791,0.153467,0,0,0,0.021749,0,0,0,0,0,0,0,0
GA239,2014,5,28,41.98266,-14.67248,14,20,298.8,300.7,11.863266,11.8239,35.6268,246.3,2.675793,9.09133,0.874511,0,0.874511,0.109286,0,0,0,0.016207,0,0,0,0,0,0,0,0
GA240,2014,5,28,41.98266,-14.67248,14,21,198.6,199.6,12.1243,12.0979,35.6556,247.8,2.487879,8.484231,0.936918,0,0.936918,0.045305,0,0,0,0.017776,0,0,0,0,0,0,0,0
GA241,2014,5,28,41.98264,-14.67246,14,22,99.3,100.1,12.385775,12.3724,35.6757,248,2.289803,8.009545,0.999935,0.021794,0.978141,0,0,0,0,0,0,0,0,0,0,0,0,0
GA242,2014,5,28,42.58116,-15.46112,15,1,5049.6,5148.5,2.535451,2.0458,34.8983,242.4,45.558482,22.469767,0,0,0,0,0,0,0.063092,0,0.021344,0.91563,0,0,0,0,0,0
GA243,2014,5,28,42.58116,-15.4611,15,2,4906.1,4999.7,2.51529,2.0454,34.8986,243.1,44.662708,22.360654,0,0,0,0,0,0,0.062663,0,0.040224,0.897256,0,0,0,0,0,0
GA244,2014,5,28,42.58116,-15.4611,15,3,4420.4,4500.4,2.4784,2.0717,34.9012,242.5,44.828421,22.395361,0,0,0,0,0,0,0.069356,0.000467,0.038898,0.891319,0,0,0,0,0,0
GA245,2014,5,28,42.58116,-15.46108,15,4,3933.8,4000.3,2.502304,2.1539,34.91,243.5,42.82408,22.15882,0,0,0,0,0,0,0.095325,0.00475,0.06301,0.83696,0,0,0,0,0,0
GA246,2014,5,28,42.58116,-15.46108,15,5,3446,3499.7,2.581676,2.2872,34.9228,243.6,38.21808,21.421658,0,0,0,0,0,0,0.116851,0.008122,0.182399,0.692651,0,0,0,0,0,0
GA247,2014,5,28,42.58116,-15.46112,15,6,2957.2,3000.2,2.767585,2.5218,34.9427,246.2,34.165009,20.883048,0,0,0,0,0,0,0.217144,0.022564,0.169484,0.590835,0,0,0,0,0,0
GA248,2014,5,28,42.58116,-15.4611,15,7,2467.3,2500,3.146214,2.9435,34.9648,253.8,24.583022,19.445627,0,0,0,0,0,0,0.454575,0.041225,0.161347,0.342866,0,0,0,0,0,0
GA249,2014,5,28,42.58116,-15.4611,15,8,2221.9,2249.8,3.377865,3.1957,34.9661,260.5,18.562207,18.472897,0,0,0,0,0,0,0.657575,0.049541,0.098114,0.194766,0,0,0,0,0,0
GA250,2014,5,28,42.58114,-15.46108,15,9,1976.3,2000,3.639971,3.4778,34.9635,263.6,14.524266,18.041642,0,0,0,0.047087,0,0,0.75782,0.041662,0.055151,0.098281,0,0,0,0,0,0
GA251,2014,5,28,42.58114,-15.46112,15,10,1778.6,1799.4,4.167202,4.0167,35.0207,256.7,13.641316,18.101734,0,0,0,0.110639,0,0,0.706044,0.063827,0.042952,0.076542,0,0,0,0,0,0
GA252,2014,5,28,42.58116,-15.4611,15,11,1581.6,1598.8,4.379018,4.2451,35.0114,258,11.448363,17.829664,0,0,0,0.173491,0,0,0.738037,0.046902,0.014944,0.02663,0,0,0,0,0,0
GA253,2014,5,28,42.58116,-15.4611,15,12,1384.5,1399.1,6.629218,6.4899,35.399,227,11.373871,17.768203,0,0,0,0.230448,0,0,0.448918,0.271654,0.017609,0.03138,0,0,0,0,0,0
GA254,2014,5,28,42.58114,-15.4611,15,13,1187.2,1199.5,9.024003,8.8847,35.8078,197.4,10.226165,17.188838,0,0,0,0.288679,0,0,0.173932,0.510367,0.009716,0.017315,0,0,0,0,0,0
GA255,2014,5,28,42.58115,-15.4611,15,14,986.7,996,9.339263,9.2227,35.7097,190.4,9.775407,17.656853,0,0,0,0.562588,0,0,0.04054,0.390716,0.002212,0.003943,0,0,0,0,0,0
GA256,2014,5,28,42.58114,-15.4611,15,15,792,799.4,10.282917,10.1849,35.7227,183.7,8.702167,17.094792,0.241884,0,0.241884,0.452099,0,0,0,0.306024,0,0,0,0,0,0,0,0
GA257,2014,5,28,42.58114,-15.46112,15,16,694,700.2,10.477135,10.3908,35.6324,186.6,7.900897,16.661906,0.397597,0,0.397597,0.420194,0,0,0,0.182219,0,0,0,0,0,0,0,0
GA258,2014,5,28,42.58113,-15.4611,15,17,596,600.7,10.917067,10.8415,35.5871,201.9,6.106104,14.751025,0.589701,0,0.589701,0.328906,0,0,0,0.081411,0,0,0,0,0,0,0,0
