stnnbr,c2,c3,c4,bottle flag,geotrc_ID,c7,c8,lat,lon,bottom depth,CTD pressure,CTD temperature,c14,c15,practical_salinity,bottle salinity flag,c18,c19,oxygen,bottle oxygen flag,silicate,silicate flag,nitrate,nitrate flag,c26,c27,phosphate,phosphate flag,PO,NO,SiO,absolute_salinity,conservative_temp,potential_temp,sigma0,depth
19.0,4,10,11,2,13998,20181027,413,17.5,-152.0003,5222,555.1,6.1784,34.3543,2,34.3576,2,31.4,2,30.06,2,70.59,2,39.08,2,0.0,2,2.88,2,476.46,408.3544,1088.91,34.527800604461454,6.129865949994611,6.128924005816381,27.03592291232394,551.0482595043518
19.0,7,32,33,2,14003,20181027,1248,17.4999,-152.0002,5222,655.6,5.6122,34.4106,2,34.3996,2,31.8,2,30.64,2,78.79,2,40.26,2,0.0,2,2.97,2,490.99,420.35679999999996,1212.4900000000002,34.57130425109638,5.556551127834096,5.556086375209149,27.141567354162817,650.6576089608003
19.0,4,7,8,2,13999,20181027,413,17.5,-152.0003,5222,680.7,5.535,34.4259,2,34.4296,2,32.7,2,31.81,2,80.65,2,40.8,2,0.0,2,2.97,2,492.16,426.75399999999996,1241.56,34.60172674907399,5.477093873449124,5.476984144643904,27.17510174331869,675.5276996814448
19.0,7,30,31,2,14004,20181027,1248,17.4999,-152.0002,5222,806.2,4.9012,34.4753,2,34.4646,2,38.1,2,35.86,2,90.71,2,41.49,2,0.0,2,3.02,2,503.96000000000004,437.4832,1396.5099999999998,34.63811475462129,4.835499196323216,4.8356275626482965,27.278821400210973,799.8335425540313
19.0,4,4,5,2,14000,20181027,413,17.5,-152.0003,5222,806.4,4.9615,34.4722,2,34.4763,2,34.3,2,36.2,2,91.11,2,41.86,2,0.0,2,3.02,2,504.3,441.40479999999997,1402.8500000000001,34.649875555793756,4.895237798458427,4.895520523826435,27.28129490197648,800.0315760053127
19.0,4,1,2,2,14001,20181027,413,17.5,-152.0003,5222,1083.2,3.8547,34.5307,2,34.5341,2,45.4,2,45.28,2,113.1,2,42.63,2,0.0,2,3.06,2,519.58,457.9384,1741.78,34.710264294744356,3.772572164725711,3.7729883759778406,27.44972918574308,1073.9356920470702
19.0,11,33,34,2,14051,20181028,847,17.5,-152.0003,5222,1920.4,2.1408,34.6254,2,34.625,2,90.2,2,91.08,2,149.82,2,39.75,2,0.0,2,2.8,2,525.08,475.85999999999996,2338.3799999999997,34.8061098279801,2.0086435783477135,2.0087085009121997,27.685178749195984,1900.2119794401128
19.0,11,31,32,2,14052,20181028,847,17.5,-152.0003,5222,2123.8,1.9835,34.6381,2,34.6374,2,98.6,2,99.43,2,152.94,2,39.25,2,0.0,2,2.78,2,530.3299999999999,479.37,2393.5299999999997,34.81910322590405,1.836538628481777,1.8365599233941894,27.709035188709095,2100.4733456213867
19.0,11,29,30,2,14053,20181028,847,17.5,-152.0003,5222,2329.6,1.8436,34.6498,2,34.6506,2,107.4,2,107.01,2,154.8,2,38.73,2,0.0,2,2.74,2,531.71,481.91639999999995,2429.01,34.83268548152632,1.6811294240347812,1.6811172900774887,27.731740586908927,2302.9072988527855
19.0,11,27,28,2,14054,20181028,847,17.5,-152.0003,5222,2531.5,1.7624,34.6573,2,34.6578,2,112.8,2,112.96,2,156.56,2,38.39,2,0.0,2,2.72,2,534.5600000000001,484.5752,2461.36,34.84013067001682,1.5834338535748185,1.5833898326441358,27.744990929367077,2501.320122215046
19.0,11,25,26,2,14055,20181028,847,17.5,-152.0003,5222,2734.0,1.6867,34.6643,2,34.6643,2,118.3,2,117.8,2,157.83,2,38.08,2,0.0,2,2.68,2,533.2,486.4144,2485.2500000000005,34.84680507370328,1.4906984098384062,1.4906192916883174,27.75714621357929,2700.139769605054
19.0,11,21,22,2,14056,20181028,847,17.5,-152.0003,5222,3040.3,1.6036,34.6714,2,34.6708,2,125.4,2,124.62,2,159.68,2,37.64,2,0.0,2,2.64,2,533.82,488.9752,2519.82,34.85350999755675,1.380391472042425,1.3802600393332725,27.770480593942466,3000.5275248761445
19.0,11,9,10,2,14060,20181028,847,17.5,-152.0003,5222,5059.5,1.4132,34.6964,2,34.6962,2,174.1,2,173.97,2,135.05,2,34.66,2,0.0,2,2.4,2,545.97,509.4788,2199.7200000000003,34.87663106356852,0.9737939075147304,0.9734387290615274,27.817039660815908,4970.612450194628
20.0,3,11,12,2,14096,20181029,814,14.2517,-152.0002,5887,303.2,9.496,34.5794,2,34.58,2,17.8,2,17.4,2,37.34,2,34.28,2,0.0,2,2.57,2,415.74999999999994,349.2304,577.5,34.747328271950686,9.459350757092638,9.461881862449745,26.719547669633357,301.2170917387907
20.0,3,8,9,2,14097,20181029,814,14.2517,-152.0002,5887,404.1,8.69,34.5814,2,34.5838,2,16.6,2,16.76,2,43.1,2,36.28,2,0.0,2,2.7,2,435.26,367.9504,663.26,34.752320523345375,8.644063913647505,8.646659176816557,26.854057347632533,401.3594772692046
20.0,3,6,7,2,14098,20181029,814,14.2517,-152.0002,5887,606.0,7.1112,34.5341,2,34.5362,2,16.9,2,16.78,2,58.55,2,39.23,2,0.0,2,2.96,2,475.58000000000004,396.52639999999997,895.03,34.707040902648636,7.050891161635703,7.052543137485007,27.053517082353892,601.5978669382282
20.0,3,4,5,2,14099,20181029,814,14.2517,-152.0002,5887,808.2,5.6929,34.5202,2,34.5213,2,20.7,2,21.4,2,77.51,2,42.36,2,0.0,2,3.09,2,500.34999999999997,431.4448,1184.0500000000002,34.69423094220543,5.621121968709431,5.62219134625413,27.23029009834454,801.9401578431849
20.0,3,1,2,2,14100,20181029,814,14.2517,-152.0002,5887,1007.0,4.7424,34.5367,2,34.5394,2,35.9,2,35.66,2,92.95,2,42.88,2,0.0,2,3.1,2,516.16,450.73839999999996,1429.91,34.7142103794607,4.659211785755011,4.66011739756928,27.35862601719623,998.7259423771848
21.0,3,10,11,2,14171,20181030,451,10.9999,-152.0004,5477,201.8,10.745999999999999,34.7108,2,34.7117,2,5.2,2,4.4,2,30.97,2,34.71,2,0.0,2,2.52,2,395.0,340.39279999999997,468.94999999999993,34.87862027423929,10.716622095598368,10.721546131371841,26.6059825819018,200.55501465604974
21.0,3,4,5,2,14173,20181030,451,10.9999,-152.0004,5477,251.6,10.2166,34.6877,2,34.6897,2,7.0,2,7.09,2,33.12,2,35.17,2,0.0,2,2.56,2,403.89,347.5356,503.88999999999993,34.85706397460963,10.182489713320004,10.187008138819882,26.682773360743568,250.01766208545263
21.0,5,14,15,2,14183,20181030,1203,11.0002,-152.0004,5477,252.7,10.5325,34.7028,2,34.7032,2,5.5,2,4.93,2,31.95,2,34.47,2,0.0,2,2.49,2,390.88000000000005,338.5996,484.18,34.870639365804976,10.497420370937686,10.502195647127024,26.638522419930496,251.11007369428722
21.0,3,7,8,2,14172,20181030,451,10.9999,-152.0004,5477,252.8,10.2152,34.6881,2,34.6897,2,7.5,2,6.91,2,33.03,2,35.13,2,0.0,2,2.56,2,403.71000000000004,346.96840000000003,502.36000000000007,34.85707508147337,10.180949169459993,10.185467778051631,26.6830472358331,251.2093863898864
21.0,5,11,12,2,14184,20181030,1203,11.0002,-152.0004,5477,302.2,10.0086,34.6767,2,34.6789,2,7.6,2,7.72,2,34.4,2,35.11,2,0.0,2,2.56,2,404.52000000000004,347.58480000000003,523.72,34.8466366330131,9.969106014552734,9.973426398175047,26.711217330849877,300.2627141513218
21.0,3,1,2,2,14174,20181030,451,10.9999,-152.0004,5477,403.1,8.8506,34.608000000000004,2,34.6097,2,11.9,2,12.23,2,42.12,2,36.28,2,0.0,2,2.73,2,435.38,363.42040000000003,644.03,34.77791274058763,8.803841775596679,8.806878230838278,26.848890041373352,400.4183796936121
21.0,8,34,35,2,14213,20181030,1959,11.0003,-152.0004,5477,403.4,9.0132,34.6184,2,34.6181,2,10.9,2,9.54,2,41.25,2,35.92,2,0.0,2,2.74,2,434.24000000000007,357.2456,628.29,34.78635626002168,8.965765372368784,8.96895939699728,26.829772515646937,400.7160885831174
21.0,5,8,9,2,14185,20181030,1203,11.0002,-152.0004,5477,403.4,9.0281,34.6174,2,34.6172,2,10.8,2,10.88,2,41.14,2,35.76,2,0.0,2,2.71,2,430.93,357.03679999999997,627.98,34.78545187180883,8.980636056765958,8.983815960034647,26.82669818487102,400.7160899663744
21.0,8,31,32,2,14214,20181030,1959,11.0003,-152.0004,5477,504.0,7.9167,34.5617,2,34.562,2,12.1,2,12.68,2,50.83,2,37.5,2,0.0,2,2.89,2,460.63000000000005,375.68,775.1299999999999,34.73103500743552,7.863054590605776,7.865215959826704,26.956017580310572,500.52547336043136
21.0,5,5,6,2,14186,20181030,1203,11.0002,-152.0004,5477,605.1,6.9642,34.5387,2,34.539,2,25.5,2,25.44,2,59.42,2,39.25,2,0.0,2,2.89,2,473.39000000000004,405.38,916.7400000000001,34.709128209649606,6.904648618163248,6.906297180120798,27.075307067241738,600.7824483136399
21.0,8,25,26,2,14216,20181030,1959,11.0003,-152.0004,5477,707.1,6.1602,34.5356,2,34.5362,2,37.5,2,37.26,2,66.96,2,40.64,2,0.0,2,2.96,2,496.06,430.6552,1041.6599999999999,34.70744100578685,6.094922963060002,6.096321078333079,27.181297969493244,701.882814734398
21.0,5,4,5,2,14187,20181030,1203,11.0002,-152.0004,5477,756.3,5.9104,34.5366,2,34.5366,2,37.2,2,38.17,2,70.95,2,40.88,2,0.0,2,2.93,2,492.32000000000005,433.88840000000005,1102.42,34.7083524257752,5.841920037794449,5.843244509510062,27.214034470848674,750.63129183979
21.0,8,22,23,2,14217,20181030,1959,11.0003,-152.0004,5477,808.1,5.4667,34.5379,2,34.538000000000004,2,41.9,2,41.62,2,76.93,2,41.51,2,0.0,2,3.02,2,509.72,443.43679999999995,1195.57,34.71029568125784,5.396187305758009,5.397368716820014,27.27020642809498,801.9435607416235
21.0,5,1,2,2,14188,20181030,1203,11.0002,-152.0004,5477,905.7,5.0992,34.5426,2,34.5433,2,44.4,2,46.05,2,83.56,2,41.59,2,0.0,2,2.97,2,506.40000000000003,448.6412,1299.45,34.71650574798378,5.022291015582796,5.023388598897495,27.319176896495037,898.5902728789488
21.0,8,19,20,2,14218,20181030,1959,11.0003,-152.0004,5477,909.1,4.996,34.5426,2,34.5433,2,46.4,2,47.14,2,85.04,2,41.69,2,0.0,2,3.02,2,515.24,450.69919999999996,1322.7400000000002,34.716536503258006,4.91954623822322,4.920598228388428,27.33103252858541,901.9562537109641
21.0,8,16,17,2,14219,20181030,1959,11.0003,-152.0004,5477,1008.9,4.6702,34.5493,2,34.5506,2,53.3,2,53.6,2,90.91,2,41.52,2,0.0,2,3.03,2,523.25,455.51360000000005,1417.2499999999998,34.72472777251955,4.587301530954603,4.588288138564547,27.374909944644287,1000.7336235718404
21.0,8,13,14,2,14220,20181030,1959,11.0003,-152.0004,5477,1212.0,3.9889,34.5663,2,34.5667,2,60.5,2,59.43,2,105.37,2,41.55,2,0.0,2,3.0,2,524.43,461.63399999999996,1639.9800000000002,34.742500658337725,3.894174091901936,3.894976355865139,27.462852847598697,1201.6086529241916
21.0,8,10,11,2,14221,20181030,1959,11.0003,-152.0004,5477,1415.4,3.3907,34.5859,2,34.5859,2,71.2,2,70.37,2,118.18,2,41.01,2,0.0,2,2.97,2,530.72,467.3468,1843.0700000000002,34.763110166837905,3.2846854357254305,3.285311690035245,27.539444177120004,1402.5880705980226
21.0,8,8,9,2,14222,20181030,1959,11.0003,-152.0004,5477,1617.3,2.8941,34.6056,2,34.606,2,78.5,2,78.39,2,130.0,2,40.74,2,0.0,2,2.92,2,530.99,472.7532,2028.39,34.78439752912472,2.7768479911100705,2.777315660880388,27.603135115942905,1601.8961859545577
21.0,8,4,5,2,14223,20181030,1959,11.0003,-152.0004,5477,1818.5,2.5654,34.6208,2,34.6193,2,85.7,2,85.07,2,137.43,2,40.39,2,0.0,2,2.86,2,528.3699999999999,476.04519999999997,2146.5200000000004,34.79864186558243,2.435490704359344,2.4358253084274777,27.64414397822179,1800.326981904926
21.0,11,34,35,2,14263,20181031,1336,11.0001,-152.0003,5477,2021.3,2.2792,34.6357,2,34.637,2,91.5,2,91.74,2,144.33,2,40.06,2,0.0,2,2.81,2,527.29,479.5208,2256.69,34.81716248554475,2.136134145421464,2.136380471570323,27.683734285576293,2000.1487357539224
21.0,8,1,2,2,14224,20181030,1959,11.0003,-152.0004,5477,2021.5,2.2788,34.6343,2,34.6341,2,91.5,2,92.47,2,145.05,2,40.02,2,0.0,2,2.82,2,529.5699999999999,479.8636,2268.22,34.81424816152071,2.13575508227557,2.135979388176623,27.681445128199357,2000.3456925106404
21.0,11,31,32,2,14264,20181031,1336,11.0001,-152.0003,5477,2275.1,2.0035,34.6526,2,34.6535,2,102.3,2,102.25,2,150.58,2,39.62,2,0.0,2,2.78,2,533.15,485.7716,2360.9500000000003,34.83423369180966,1.842865279221467,1.8429980174201017,27.720603303697317,2249.958749548469
21.0,11,28,29,2,14265,20181031,1336,11.0001,-152.0003,5477,2528.5,1.8869999999999998,34.6629,2,34.6637,2,109.1,2,108.98,2,152.83,2,39.3,2,0.0,2,2.73,2,532.13,489.404,2401.4300000000003,34.8447846458821,1.7057604297048399,1.7058514154314315,27.739525439101044,2499.0857608608494
21.0,11,25,26,2,14266,20181031,1336,11.0001,-152.0003,5477,2783.0,1.8231,34.6678,2,34.6686,2,113.3,2,113.17,2,154.0,2,38.9,2,0.0,2,2.7,2,531.67,489.722,2423.17,34.849883932817995,1.6195352075714662,1.619587111083268,27.75008208223585,2749.0055508125133
21.0,11,22,23,2,14267,20181031,1336,11.0001,-152.0003,5477,3039.5,1.7514,34.672,2,34.6726,2,118.9,2,118.9,2,155.17,2,38.41,2,0.0,2,2.67,2,532.75,490.7088,2446.45,34.85402986861516,1.5247934598876243,1.52479106336038,27.76041234950685,3000.598926511255
21.0,11,19,20,2,14268,20181031,1336,11.0001,-152.0003,5477,3294.1,1.6649,34.676,2,34.6761,2,125.7,2,125.7,2,155.66,2,37.93,2,0.0,2,2.62,2,531.8000000000001,492.8624,2460.6,34.85753779376892,1.415130928959536,1.4150555930659718,27.771198315208267,3250.0425863888586
21.0,11,16,17,2,14269,20181031,1336,11.0001,-152.0003,5477,3807.2,1.5045,34.6845,2,34.6848,2,142.5,2,142.84,2,153.51,2,36.75,2,0.0,2,2.53,2,534.99,498.58000000000004,2445.49,34.86562343600313,1.2057641872949951,1.2055539042666512,27.792476463759385,3751.8940528823628
21.0,11,13,14,2,14270,20181031,1336,11.0001,-152.0003,5477,4318.4,1.4118,34.693000000000005,2,34.6932,2,161.8,2,162.33,2,142.27,2,35.35,2,0.0,2,2.43,2,538.98,504.51800000000003,2296.38,34.873069163536776,1.059640342723891,1.0593428291020308,27.808438167526447,4250.762999933069
21.0,11,10,11,2,14271,20181031,1336,11.0001,-152.0003,5477,4830.7,1.3857,34.6979,2,34.6987,2,173.7,2,173.42,2,135.23,2,34.48,2,0.0,2,2.36,2,539.2199999999999,507.18639999999994,2201.87,34.878101690790515,0.9748675880651761,0.9745218740274298,27.818144218485486,4749.597310488084
21.0,11,7,8,2,14272,20181031,1336,11.0001,-152.0003,5477,5316.6,1.4352,34.6981,2,34.6989,2,174.9,2,174.82,2,134.35,2,34.38,2,0.0,2,2.35,2,539.0699999999999,507.6184,2190.07,34.87811280776432,0.9631246010878461,0.9627681545691913,27.818932993307726,5221.716233122276
21.0,11,4,5,2,14273,20181031,1336,11.0001,-152.0003,5477,5400.1,1.4454,34.6981,2,34.6997,2,175.4,2,175.58,2,133.96,2,34.37,2,0.0,2,2.35,2,539.83,508.2816,2184.98,34.87892424707652,0.9624102955611575,0.9620578563216844,27.81962924376967,5302.750159318349
22.0,3,11,12,2,14284,20181101,300,9.2472,-151.9965,5185,262.7,10.2601,34.693000000000005,2,34.6946,2,8.5,2,5.64,2,32.64,2,35.19,2,0.0,2,2.55,2,400.89,346.27919999999995,495.24,34.86203145299328,10.224489082041325,10.229100983207086,26.679372920626975,261.05543689700374
22.0,3,8,9,2,14285,20181101,300,9.2472,-151.9965,5185,354.0,9.4228,34.6509,2,34.6529,2,14.8,2,11.69,2,36.95,2,36.01,2,0.0,2,2.64,2,420.89000000000004,360.2668,565.94,34.820685418103665,9.379185790083685,9.383007482480417,26.789587095988736,351.7063186253976
22.0,3,6,7,2,14286,20181101,300,9.2472,-151.9965,5185,505.3,7.9421,34.5818,2,34.583,2,17.7,2,18.72,2,47.99,2,38.51,2,0.0,2,2.82,2,455.81999999999994,391.4968,738.57,34.751817862656594,7.887879859650826,7.890367879509347,26.968550782341026,501.8429914958795
22.0,3,4,5,2,14287,20181101,300,9.2472,-151.9965,5185,757.7,5.9775,34.5364,2,34.5372,2,26.6,2,25.43,2,70.48,2,42.19,2,0.0,2,3.05,2,498.18,433.82919999999996,1082.63,34.708601072922896,5.90847692451247,5.909827726935902,27.205876051386213,752.0603083786233
22.0,3,1,2,2,14288,20181101,300,9.2472,-151.9965,5185,1008.8,4.7121,34.5522,2,34.5553,2,44.9,2,45.32,2,90.03,2,42.65,2,0.0,2,3.04,2,516.52,458.17199999999997,1395.77,34.72905652587094,4.6288115848158755,4.629866228325844,27.373718575028306,1000.6906012541882
23.0,4,9,10,2,14369,20181101,2206,7.5002,-152.0147,5322,301.6,9.7363,34.6691,2,34.671,2,27.3,2,29.66,2,32.93,2,34.9,2,0.0,2,2.5,2,417.16,367.492,523.61,34.838350875844135,9.697639415865211,9.701796969643695,26.75056962959411,299.69764378040287
23.0,6,15,16,2,14331,20181102,304,7.5048,-152.0064,5322,302.3,9.9551,34.6765,2,34.6777,2,23.6,2,27.45,2,32.06,2,34.41,2,0.0,2,2.43,2,404.1,360.5387999999999,508.35,34.84508762279896,9.91574229522145,9.920032460591909,26.719075522359617,300.39268763968727
23.0,6,12,13,2,14332,20181102,304,7.5048,-152.0064,5322,403.3,9.1943,34.6453,2,34.6447,2,31.9,3,23.87,2,36.45,2,36.07,2,0.0,2,2.57,2,422.21999999999997,373.0276,570.62,34.81253596330911,9.145862148423454,9.14952137712468,26.82120717406383,400.65778124945876
23.0,4,6,7,2,14370,20181101,2206,7.5002,-152.0147,5322,503.5,8.1205,34.5973,2,34.5979,2,23.9,2,22.73,2,45.05,2,38.45,2,0.0,2,2.8,2,456.73,394.92600000000004,698.48,34.76645271328005,8.065534008177945,8.068282729188706,26.95351036934403,500.0806639666951
23.0,4,4,5,2,14371,20181101,2206,7.5002,-152.0147,5322,604.0,7.2118,34.5617,2,34.5624,2,25.6,2,25.59,2,54.04,2,39.97,2,0.0,2,2.92,2,478.18999999999994,412.49959999999993,836.19,34.73190540246952,7.150833708655025,7.152867911355112,27.059037277820607,599.7532141872127
23.0,6,5,6,2,14334,20181102,304,7.5048,-152.0064,5322,605.5,7.2683,34.5624,2,34.5622,2,25.6,2,25.33,2,53.46,2,39.62,2,0.0,2,2.88,2,471.72999999999996,408.85159999999996,827.23,34.73172210429945,7.2069158791925165,7.20896067633637,27.05103608368927,601.2404351632607
23.0,4,1,2,2,14372,20181101,2206,7.5002,-152.0147,5322,805.8,5.6375,34.5415,2,34.5427,2,36.5,2,36.72,2,73.49,2,42.05,2,0.0,2,3.04,2,507.91999999999996,443.764,1139.07,34.71425778522379,5.56603119760549,5.56732768724368,27.25276539921697,799.7472703076312
23.0,6,1,2,2,14335,20181102,304,7.5048,-152.0064,5322,806.3,5.7657,34.5419,2,34.5421,2,35.2,2,35.94,2,71.16,2,41.91,2,0.0,2,3.01,2,502.48999999999995,441.62879999999996,1103.34,34.71366088778203,5.6933606778664645,5.6946982087961615,27.23666887634886,800.2424691313339
23.0,9,34,35,2,14430,20181102,1544,7.4995,-152.0082,5322,806.9,5.6616,34.5411,2,34.5419,2,36.5,2,37.65,2,73.23,2,41.81,2,0.0,2,2.98,2,499.54999999999995,442.3708,1136.1000000000001,34.71346492182528,5.589883147584295,5.591179049151621,27.249228972652872,800.8369127172529
23.0,9,32,33,2,14431,20181102,1544,7.4995,-152.0082,5322,1008.4,4.6107,34.5572,2,34.5574,2,52.3,2,52.43,2,90.53,2,42.0,2,0.0,2,3.02,2,520.53,458.99,1410.38,34.73078526903833,4.528258890578482,4.529282071605571,27.386204170184328,1000.3411765886939
23.0,9,28,29,2,14432,20181102,1544,7.4995,-152.0082,5322,1261.9,3.6599,34.5824,2,34.583,2,58.7,2,59.02,2,112.43,2,42.07,2,0.0,2,3.04,2,530.22,466.25759999999997,1745.47,34.75843228267357,3.5640405200276493,3.5648004744912765,27.50866193384627,1251.06053625414
23.0,9,26,27,2,14433,20181102,1544,7.4995,-152.0082,5322,1515.0,3.0116,34.6067,2,34.6073,2,72.3,2,72.93,2,126.9,2,41.2,2,0.0,2,2.96,2,531.73,471.74600000000004,1976.43,34.78447342336936,2.901464783902629,2.9020210398168653,27.591999809373874,1501.0864577942168
23.0,9,23,24,2,14434,20181102,1544,7.4995,-152.0082,5322,1768.0,2.556,34.6247,2,34.6256,2,86.2,2,87.46,2,136.47,2,40.19,2,0.0,2,2.87,2,532.3100000000001,476.4992,2134.5099999999998,34.80400406605906,2.4304552204345486,2.430828297716345,27.64883495384788,1750.718499564611
23.0,9,21,22,2,14435,20181102,1544,7.4995,-152.0082,5322,2022.4,2.2307,34.6414,2,34.6409,2,97.8,2,98.11,2,143.8,2,39.59,2,0.0,2,2.79,2,530.56,481.3412,2255.11,34.82030533814999,2.0882966919056845,2.088528383593687,27.69010557856359,2001.4367383778329
23.0,9,17,18,2,14436,20181102,1544,7.4995,-152.0082,5322,2175.1,2.0768,34.6503,2,34.6502,2,103.4,2,103.48,2,147.13,2,39.18,2,0.0,2,2.75,2,529.73,482.74240000000003,2310.43,34.83001312334237,1.9236715122894041,1.9238408186821236,27.71093504694909,2151.7856302974915
23.0,9,13,14,2,14437,20181102,1544,7.4995,-152.0082,5322,2327.2,1.9788,34.6571,2,34.6572,2,106.4,2,105.86,2,150.65,2,39.03,2,0.0,2,2.75,2,532.11,483.67040000000003,2365.61,34.83735182236356,1.8139762969938638,1.8141069031903765,27.725322794563453,2301.439075923425
23.0,9,10,11,2,14438,20181102,1544,7.4995,-152.0082,5322,2479.0,1.9095,34.662,2,34.6618,2,109.2,2,108.44,2,152.7,2,38.78,2,0.0,2,2.71,2,528.49,483.8304,2398.94,34.842164413538065,1.7323388782203148,1.7324343933344606,27.73541696008192,2450.693666789004
23.0,9,6,7,2,14439,20181102,1544,7.4995,-152.0082,5322,2630.6,1.8653,34.6655,2,34.6657,2,111.9,2,112.0,2,153.48,2,38.52,2,0.0,2,2.7,2,530.5,484.8736,2414.2,34.84620586534526,1.6751161454266486,1.6751907650484341,27.742975963949675,2599.6487221153266
23.0,9,3,4,2,14440,20181102,1544,7.4995,-152.0082,5322,2784.3,1.8293,34.6685,2,34.6679,2,113.3,2,112.7,2,155.24,2,38.51,2,0.0,2,2.69,2,529.65,485.47679999999997,2441.3,34.84850131700876,1.6254934943447379,1.6255412293479046,27.748533840394884,2750.562664625407
23.0,9,1,2,2,14441,20181102,1544,7.4995,-152.0082,5322,2939.9,1.7826,34.6712,2,34.6704,2,116.9,2,116.19,2,155.43,2,38.26,2,0.0,2,2.66,2,528.49,486.54679999999996,2447.6400000000003,34.85104943624437,1.5649625356624093,1.5649752364967542,27.755070817811657,2903.2355225851625
23.0,13,34,35,2,14475,20181103,1145,7.4992,-151.9866,5322,2940.8,1.7863,34.6713,2,34.6724,2,116.5,2,116.49,2,154.61,2,38.05,2,0.0,2,2.64,2,525.69,484.81399999999996,2435.64,34.85306048605348,1.5684684424796185,1.5684975067431495,27.75641556954497,2904.1183014732164
23.0,13,31,32,2,14476,20181103,1145,7.4992,-151.9866,5322,3143.3,1.6921,34.676,2,34.6757,2,124.6,2,124.3,2,154.61,2,37.71,2,0.0,2,2.62,2,530.4,489.3328,2443.4500000000003,34.85636680314265,1.4566950362646045,1.4566485506337208,27.767254699759633,3102.6482376102367
23.0,13,27,28,2,14477,20181103,1145,7.4992,-151.9866,5322,3345.2,1.609,34.68,2,34.68,2,132.1,2,132.71,2,154.02,2,37.26,2,0.0,2,2.57,2,531.06,493.3868,2443.01,34.8605905928757,1.355460343236003,1.3553519168302444,27.7779167504807,3300.411004190546
23.0,13,24,25,2,14478,20181103,1145,7.4992,-151.9866,5322,3548.5,1.55,34.6834,2,34.6834,2,140.0,2,140.1,2,151.68,2,36.78,2,0.0,2,2.53,2,532.25,496.1304,2415.3,34.86380422202214,1.277195114142751,1.2770374058496152,27.786029578658145,3499.3656782481125
23.0,13,22,23,2,14479,20181103,1145,7.4992,-151.9866,5322,3805.3,1.4685,34.6886,2,34.6881,2,151.2,2,151.81,2,146.89,2,36.01,2,0.0,2,2.47,2,534.6600000000001,500.3868,2355.16,34.86810901503394,1.1709584846626004,1.1707320739134381,27.796871885702785,3750.4212711416762
23.0,13,18,19,2,14480,20181103,1145,7.4992,-151.9866,5322,4060.8,1.4128,34.6929,2,34.6928,2,160.2,2,160.89,2,142.0,2,35.33,2,0.0,2,2.41,2,534.44,502.88439999999997,2290.89,34.872384632767975,1.0892556870186596,1.0889810468312184,27.80588401485761,3999.924888545708
23.0,13,16,17,2,14481,20181103,1145,7.4992,-151.9866,5322,4316.7,1.39,34.6954,2,34.695,2,166.5,2,166.25,2,139.26,2,34.9,2,0.0,2,2.38,2,535.15,504.082,2255.1499999999996,34.87425010123896,1.0387035149534376,1.038393865977443,27.810794237597293,4249.5403248574385
23.0,13,13,14,2,14482,20181103,1145,7.4992,-151.9866,5322,4575.8,1.3937,34.6962,2,34.6958,2,169.1,2,169.15,2,137.99,2,34.72,2,0.0,2,2.37,2,536.5,505.2396,2239.0000000000005,34.87481285944061,1.0126363619722467,1.0123062048739628,27.812994290728284,4501.995143888799
23.0,13,9,10,2,14483,20181103,1145,7.4992,-151.9866,5322,4832.1,1.409,34.6966,2,34.6965,2,170.1,2,171.34,2,136.72,2,34.64,2,0.0,2,2.36,2,537.14,506.65520000000004,2222.1400000000003,34.87541337944859,0.9972346382053002,0.9968938903152522,27.81450436224395,4751.444773396957
23.0,13,5,6,2,14484,20181103,1145,7.4992,-151.9866,5322,5140.1,1.4362,34.696999999999996,2,34.6979,2,171.7,2,172.18,2,136.14,2,34.54,2,0.0,2,2.34,2,534.88,506.5272,2214.2799999999997,34.876824475920195,0.9860683597189414,0.9857255550385391,27.81637743401552,5050.85116397021
23.0,13,3,4,2,14485,20181103,1145,7.4992,-151.9866,5322,5222.4,1.4462,34.696999999999996,2,34.6967,2,171.7,2,172.43,2,136.23,2,34.57,2,0.0,2,2.36,2,538.23,507.0676,2215.8799999999997,34.87568974301564,0.98552496582872,0.9851751022813013,27.815506328874108,5130.788531294539
23.0,13,1,2,2,14486,20181103,1145,7.4992,-151.9866,5322,5263.0,1.4513,34.6969,2,34.6973,2,171.8,3,169.79,2,136.14,2,34.54,2,0.0,2,2.35,2,534.04,504.1372,2211.89,34.87632808884832,0.9853676165594781,0.9850212994017157,27.816027220654405,5170.212742122997
25.0,3,10,11,2,14496,20181104,702,5.0003,-151.9954,5114,301.3,9.6736,34.6652,2,34.6667,2,56.1,2,58.72,2,30.98,2,32.33,2,0.0,2,2.23,2,404.37,371.6744,523.42,34.83365623699962,9.635201762590945,9.639271306550688,26.757350782519325,299.4146758017409
25.0,3,7,8,2,14497,20181104,702,5.0003,-151.9954,5114,351.7,9.2526,34.6556,2,34.6574,2,60.0,2,59.05,2,32.34,2,33.64,2,0.0,2,2.31,2,417.1,384.6852,544.15,34.82456404758376,9.209631909975762,9.213505740821908,26.820227183180805,349.4567830775126
